Continent,Country,Year,Energy,Industrial Processes,Agriculture,Waste,Land-Use Change and Forestry,Other Fuel Combustion,Fugitive Emissions
Europe,Albania,1993,2.862209858050191,0.11343166225041781,3.052448,0.568879765306918,0.1441508,0.922016518534319,0.35019333951587167
Europe,Albania,1994,2.6514816086930093,0.06573351027974965,3.8469802,0.5739795909619296,0.1441508,0.6908421437703418,0.26063946492266765
Europe,Albania,1995,2.101340026002428,0.1132993583090815,3.9009556,0.5790794166169413,0.1441508,0.5196677690063648,0.06167225699606344
Europe,Albania,1996,2.1040857838633786,0.1175442571946792,3.6044011,0.58157653903877,0.13275610000000002,0.6424758825354902,0.05160990132788855
Europe,Albania,1997,1.6668315417243291,0.06682915608027688,3.3622026000000003,0.5840736614605988,0.15075190000000002,0.5752839960646156,0.041547545659713664
Europe,Albania,1998,1.9895772995852798,0.056418054965874584,3.2839877000000004,0.5865707838824276,0.1369622,0.488092109593741,0.03148518999153877
Europe,Albania,1999,3.14232305744623,0.06799095385147229,3.2854181,0.5890679063042563,0.13275630000000002,0.9509002231228664,0.021422834323363883
Europe,Albania,2000,3.295068815307181,0.10521185273706998,3.3822126,0.5915650287260852,0.19133920000000001,0.9637083366519918,0.011360478655188997
Europe,Albania,2001,3.4472368288632427,0.019157500449534112,3.2883560000000003,0.5946056539181037,0.8908226,1.0111859257248248,0.016050903138417665
Europe,Albania,2002,3.989404842419304,0.02103914816199825,3.3786996,0.5976462791101222,0.8889639,1.3886635147976576,0.02074132762164633
Europe,Albania,2003,4.071572855975364,0.3123767958744624,3.4179462,0.6006869043021408,0.8938687,1.2661411038704906,0.025431752104874996
Europe,Albania,2004,4.273740869531427,0.3105944435869265,3.2904011,0.6037275294941593,0.8889639,1.1136186929433236,0.03012217658810366
Europe,Albania,2005,4.09590888308749,0.2721720912993907,3.2765154,0.606768154686178,0.8893630000000001,0.9410962820161564,0.034812601071332334
Europe,Albania,2006,4.069069606734258,0.28759503495664085,3.1833813,0.6100549194019564,-0.2085221,1.17236765201573,0.03670195471852768
Europe,Albania,2007,4.062230330381027,0.47156197861389115,3.0416447,0.6133416841177349,-0.018911100000000004,0.9636390220153035,0.03859130836572302
Europe,Albania,2008,3.9953910540277953,0.4869849222711414,2.8586862,0.6166284488335134,-0.205208,0.8949103920148771,0.04048066201291837
Europe,Albania,2009,4.058551777674564,0.5830158659283916,2.7692976,0.6199152135492918,-0.2105679,0.7961817620144507,0.04237001566011371
Europe,Albania,2010,4.221712501321334,0.6790468095856419,2.7882319000000004,0.6232019782650703,-0.2110361,0.8074531320140241,0.04425936930730905
Europe,Albania,2011,4.438089828442984,0.9296333920791561,2.7911646,0.6268079716727268,-0.3373725,0.8134420777586377,0.04464775068434717
Europe,Albania,2012,3.784467155564636,1.1289239745726702,2.8283508000000004,0.6304139650803834,-0.2573306,0.7494310235032512,0.04503613206138528
Europe,Albania,2013,3.9508444826862883,1.1816545570661845,2.7904441,0.6340199584880398,-0.3576979,0.8254199692478649,0.045424513438423395
Europe,Albania,2014,4.43722180980794,1.1317931395596985,2.8298148000000003,0.6376259518956963,-0.3577027,0.8914089149924784,0.04581289481546151
Africa,Algeria,1990,75.72955925177926,3.3688836969289295,7.332476,4.302829944149798,0.972,6.84010020039464,24.319459051384612
Africa,Algeria,1991,75.16153565242395,3.3952413607617564,7.106544700000001,4.507880081192785,0.972,7.7929412972255685,20.198594355198374
Africa,Algeria,1992,74.72003205302865,3.4728950245945835,7.4163296,4.712930218235773,0.972,8.035782394056497,19.524249658972142
Africa,Algeria,1993,82.40803512030335,3.510244688427411,7.524755,4.917980355278759,0.972,8.488623490887425,25.46941162941591
Africa,Algeria,1994,81.02419818757802,3.379050352260238,7.1627738,5.123030492321746,0.972,8.431464587718354,26.162733599859678
Africa,Algeria,1995,82.54977458815272,3.7974560160930655,7.071091000000001,5.328080629364733,0.972,8.354305684549283,26.96546890360344
Africa,Algeria,1996,82.7749217945822,3.699259618630998,7.1602522,5.958868183491786,0.971,8.582998671639428,27.621923122942754
Africa,Algeria,1997,85.63420233421164,4.05906322116893,7.0003207000000005,6.589655737618839,0.9470000000000001,8.26169165872957,29.37251067548207
Africa,Algeria,1998,88.86877620724108,4.323602823706863,7.763636000000001,7.220443291745893,0.9510000000000001,8.920384645819714,31.06839156142138
Africa,Algeria,1999,93.59040341367054,4.386622426244794,7.8451538,7.851230845872947,0.9550000000000001,9.389077632909856,32.38132578076069
Africa,Algeria,2000,95.98439062,4.849018028782727,7.756077400000001,8.482018400000001,1.247,9.627770620000002,34.186620000000005
Africa,Algeria,2001,93.18889185666215,4.9750549851399795,7.982921999999999,8.600848168996414,0.5203333,9.839354837276037,29.8695370193861
Africa,Algeria,2002,99.53876642666428,5.449171941497231,7.7751941,8.719677937992827,0.5313333,10.220939054552076,31.077827372112203
Africa,Algeria,2003,103.98686766332641,5.575208897854484,8.008498,8.83850770698924,0.5473333,11.022523271828113,31.684344391498307
Africa,Algeria,2004,105.17436889999857,6.697853854211735,8.8750919,8.957337475985655,0.5243333,11.864107489104152,31.47026141089441
Africa,Algeria,2005,109.50952346999071,7.721570810568988,8.2348245,9.076167244982068,0.5803333,12.865691706380188,31.693831763610508
Africa,Algeria,2006,113.79663358466654,9.066088329028874,8.661455900000002,9.18908431439209,-6.6426666999999995,12.566556913049011,32.69007667161755
Africa,Algeria,2007,120.51023703266242,10.055197847488762,8.808329,9.30200138380211,-6.4436667,13.987422119717833,35.27281491294458
Africa,Algeria,2008,124.65793381399828,11.209187365948647,8.411365,9.414918453212133,-6.6336667,13.968287326386656,36.15964648761162
Africa,Algeria,2009,132.63152392870413,12.275240884408532,9.4150653,9.527835522622153,-6.7466667,17.809152533055478,37.812371395648654
Africa,Algeria,2010,133.24802071001,12.857646402868419,9.8441223,9.640752592032177,-6.7396667,17.2200177397243,37.05800297028569
Africa,Algeria,2011,138.6586689398539,13.285617158502479,10.0495088,9.755265257995646,-0.307,18.987912665172637,36.120756274681256
Africa,Algeria,2012,147.87581050303777,13.764883914136536,10.8237985,9.869777923959116,-0.214,20.755807590620968,36.770002912416814
Africa,Algeria,2013,152.67296539955169,13.994998669770595,10.864806000000002,9.984290589922585,-0.429,23.033702516069305,38.349262883482375
Africa,Algeria,2014,163.4742402960656,15.720025425404653,12.7940572,10.098803255886057,-0.402,22.02159744151764,40.09264285454793
Africa,Angola,1990,25.094241566275336,0.13028541839504204,26.480370800000003,0.5151566473234233,108.0954257,1.6042311169935795,20.23001044928176
Africa,Angola,1991,26.59757743161714,0.1308199019295477,26.556690600000003,0.5290966273451381,108.0954257,1.6573185816938039,21.62025884992334
Africa,Angola,1992,27.726793296968946,0.15333838546405337,26.651267400000002,0.5430366073668529,108.0954257,1.6104060463940286,22.846387250574917
Africa,Angola,1993,29.579542495640748,0.12822486899855903,26.5303415,0.5569765873885677,108.0954257,1.5234935110942531,24.346048984546496
Africa,Angola,1994,30.679345027652552,0.1250953525330647,26.4979655,0.5709165674102824,108.0954257,1.6665809757944776,25.462764051858073
Africa,Angola,1995,36.089800893004345,0.10364583606757034,26.4245741,0.5848565474319971,108.0954257,1.729668440494702,31.120132452509644
Africa,Angola,1996,37.483197736637344,0.14344745680595694,25.5461813,0.5967552379455977,110.6232984,1.998733105350258,32.20446463128709
Africa,Angola,1997,38.572474580270345,0.16126507754434355,25.1902799,0.6086539284591983,105.3788861,2.0277977702058134,33.12467681006453
Africa,Angola,1998,38.97645809056335,0.19007469828273016,27.8567008,0.6205526189727988,115.9430177,2.156862435061369,34.09959565550197
Africa,Angola,1999,41.099854934196344,0.11995631902111678,25.8265936,0.6324513094863994,108.8408509,2.4359270999169245,35.183927834279416
Africa,Angola,2000,41.610891777829345,0.11945393975950339,26.6078187,0.6443500000000001,108.324215,2.2549917647724804,35.77590001305686
Africa,Angola,2001,45.927540298556174,0.3024638654735152,26.930379000000002,0.70574,89.013082,2.425187242827648,39.64235305572852
Africa,Angola,2002,50.53301548595299,0.3315857911875271,26.6183814,0.76713,106.7162895,2.5053827208828157,43.727632765070176
Africa,Angola,2003,58.79970400667981,0.390019716901539,29.914021700000003,0.82852,110.09091839999999,2.615578198937984,50.38412580774183
Africa,Angola,2004,63.65812586070665,0.4264696426155509,30.7564333,0.88991,120.5143955,2.705773676993152,54.85235218371349
Africa,Angola,2005,66.59830771483345,0.7120715683295628,30.7539185,0.9513,122.0256246,2.45596915504832,58.99233855978514
Africa,Angola,2006,76.21762527481289,0.7495278860014176,27.769266899999998,1.1856505000257576,95.9606291,3.4514770326526776,66.47614824216022
Africa,Angola,2007,86.87755616809233,0.7686642036732725,30.0535918,1.420001000051515,115.8724301,3.8569849102570357,75.71057125783531
Africa,Angola,2008,95.85568706137178,0.9673365213451273,28.524018700000003,1.6543515000772726,99.029878,4.532492787861393,82.48319427351039
Africa,Angola,2009,105.43500462135123,0.9864728390169821,28.8548825,1.8887020001030301,99.8696794,5.1080006654657515,89.96700395588547
Africa,Angola,2010,114.43314884803065,0.844393156688837,30.287011900000003,2.1230525001287877,104.3496532,5.403508543070109,97.66964030496054
Africa,Angola,2011,116.82734100358711,0.8554380368605929,31.2690464,2.16773843560134,132.2987326,5.7992767325056125,99.0980642710815
Africa,Angola,2012,118.65389315924358,0.917778917032349,28.7483258,2.2124243710738924,100.2205203,6.275044921941115,101.01884823730245
Africa,Angola,2013,121.82513864810004,1.1266797972041052,30.6632688,2.257110306546445,114.4668865,7.360813111376617,102.06432553672342
Africa,Angola,2014,124.5440374703565,1.3868766773758612,29.5841187,2.3017962420189972,94.27610120000001,7.306581300812121,103.54745616954438
Americas,Argentina,1990,113.73408061703032,3.6066550930182544,106.3652132,9.389757022264352,70.3654327,23.15495534524032,13.20912527179
Americas,Argentina,1991,119.51068977670955,3.3029273985468715,105.0627565,9.655183100572764,70.3654327,23.424670475351764,13.446019301357783
Americas,Argentina,1992,121.33435226972877,3.929855704075489,106.6969136,9.920609178881175,70.3654327,23.69438560546321,13.299966664265567
Americas,Argentina,1993,122.80920142940799,4.029168009604105,105.0256817,10.18603525718959,70.3654327,24.604100735574654,13.86510069383335
Americas,Argentina,1994,130.89522392241724,4.146800315132722,106.677642,10.451461335498001,70.3654327,25.8638158656861,14.211408056731132
Americas,Argentina,1995,133.73653974876646,3.5352966206613394,105.8235483,10.716887413806413,70.3654327,26.663530995797544,14.503008752968913
Americas,Argentina,1996,143.78223452273988,3.451192654005882,104.332976,11.376053334523661,70.2245499,27.339639689570774,16.902594833169132
Americas,Argentina,1997,147.19020929671336,4.400336687350426,103.2799239,12.035219255240907,70.05342010000001,26.925748383343997,14.214460913369349
Americas,Argentina,1998,150.7646774040168,4.5946967206949685,100.53526140000001,12.694385175958155,71.578,27.07185707711723,13.112820326899566
Americas,Argentina,1999,154.26621217799024,4.723104754039512,103.0019078,13.353551096675403,71.9586771,28.71796577089045,12.558246407099785
Americas,Argentina,2000,154.0118669519637,4.272600787384054,105.2110016,14.01271701739265,68.7468838,29.51407446466368,12.1677924873
Americas,Argentina,2001,143.69143335143565,4.214403304851423,109.2235348,14.151254745012071,85.9028948,28.285341101744123,12.28609224969151
Americas,Argentina,2002,137.0439464175776,3.628589822318791,109.0171284,14.289792472631493,90.20222890000001,27.37660773882456,12.78733867875302
Americas,Argentina,2003,146.91587281704952,4.508376339786159,118.38187880000001,14.428330200250914,89.8048266,29.677874375905,13.397998441144532
Americas,Argentina,2004,162.37778588318147,5.252594857253527,116.9224169,14.566867927870335,98.34226480000001,32.299141012985444,13.078644870196042
Americas,Argentina,2005,165.12911228265347,6.147037374720897,116.6899899,14.705405655489756,91.64516139999999,34.070407650065874,12.86870463258755
Americas,Argentina,2006,174.59805036548036,7.064665489485969,119.7031253,14.867688358452426,111.5639179,35.697119684358995,13.01093068112136
Americas,Argentina,2007,181.92052178164727,7.656197604251042,122.22612910000001,15.029971061415097,101.9929594,36.0738317186521,13.42669006299517
Americas,Argentina,2008,193.2441665311342,7.961937719016114,119.1231976,15.192253764377767,111.1717319,40.33054375294521,13.623622778188983
Americas,Argentina,2009,185.70781128063112,8.055165833781187,110.6530089,15.354536467340438,107.4625589,39.487255787238325,13.820555493392794
Americas,Argentina,2010,190.69204269678804,8.829897948546257,105.118775,15.51681917030311,98.5142667,39.533967821531434,13.9080748752566
Americas,Argentina,2011,198.1675073492871,9.67182545623052,104.68231990000001,15.673603099291698,96.6310401,36.83673446243657,13.86077288685051
Americas,Argentina,2012,202.81179866844613,9.49149696391478,105.8254092,15.830387028280287,100.7439877,38.659501103341704,14.032297565104418
Americas,Argentina,2013,198.35550332093516,10.33708847159904,109.5576102,15.987170957268876,97.4004044,40.84226774424683,14.313235576688326
Americas,Argentina,2014,209.7721413067642,10.3546159792833,112.376535,16.143954886257465,94.6084471,43.58503438515197,14.047106921612233
Oceania,Australia,1990,288.93409319407215,9.940670918290131,161.539786,17.794986939758573,1.3150288,15.960494526902002,25.253598667170134
Oceania,Australia,1991,290.37302084074213,9.17702594460431,159.94129310000002,17.59227430013562,1.3150288,16.146598060075014,25.246422780667114
Oceania,Australia,1992,294.3278284874121,8.545284970918487,156.8154209,17.38956166051267,1.3150288,16.63270159324803,25.07512689416409
Oceania,Australia,1993,298.2820494674151,8.305591997232668,154.6100159,17.186849020889717,1.3150288,17.218805126421042,25.01324434099407
Oceania,Australia,1994,304.15685711408406,8.520235023546846,155.8156886,16.984136381266765,1.3150288,17.194908659594056,24.841948454490048
Oceania,Australia,1995,314.6657847607541,8.236574049861025,153.4445509,16.78142374164381,1.3150288,17.99101219276707,24.83477256798703
Oceania,Australia,1996,325.9072920762751,8.44853699582906,144.8872197,16.389256053378002,2.6102144,18.458759148493055,25.498532927782115
Oceania,Australia,1997,333.6852660584622,8.884003941797097,143.4123798,15.997088365112196,5.1480783,18.776506104219038,25.888759954243206
Oceania,Australia,1998,354.82324004064935,9.422062887765135,150.12925140000002,15.60492067684639,3.5473257,19.18425305994503,26.278986980704293
Oceania,Australia,1999,360.6894540228374,10.055385833733173,180.04141579999998,15.212752988580583,5.3997181,19.27200001567101,26.99745400716638
Oceania,Australia,2000,366.89801467169144,10.417572779701208,195.8845249,14.820585300314775,0.2822258999999999,19.689746971397003,27.278267700294474
Oceania,Australia,2001,373.30201503390674,11.157841415388331,195.7465918,14.561314253832219,48.6445923,19.957655542360293,27.364359491546452
Oceania,Australia,2002,381.46542872945605,11.923758051075456,186.2910335,14.302043207349662,48.8029021,21.075564113323583,27.559864616132433
Oceania,Australia,2003,385.49884242500525,12.887530686762577,124.6681865,14.042772160867107,56.8626763,22.323472684286877,27.755369740718415
Oceania,Australia,2004,399.4175494538885,13.6277993224497,157.1270901,13.783501114384551,44.8598449,22.261381255250168,27.896168198638392
Oceania,Australia,2005,404.8162564827708,14.606227958136824,125.7006131,13.524230067901993,44.7406428,22.699289826213455,28.036966656557375
Oceania,Australia,2006,411.20060632281655,15.228166347890845,153.2214188,13.652213093205429,10.5362422,22.425535900396515,29.00507042242002
Oceania,Australia,2007,422.2549561628622,15.688888737644868,141.49158540000002,13.780196118508865,4.3411512000000005,22.581781974579584,29.97317418828266
Oceania,Australia,2008,425.7093060029079,16.14961112739889,117.7539451,13.908179143812301,0.43304770000000004,22.72802804876265,30.9412779541453
Oceania,Australia,2009,432.7883625096207,16.41247751715291,124.5647444,14.03616216911574,2.7709238000000003,23.33427412294571,31.96408838667494
Oceania,Australia,2010,427.3174190163324,16.32726390690693,103.8125762,14.16414519441917,0.3249101,23.590520197128775,32.98689881920359
Oceania,Australia,2011,425.78551162399526,17.10671979752189,189.75808730000003,14.326783250169932,-67.861272,23.911236754492112,33.56427486950313
Oceania,Australia,2012,426.0288975649911,17.68465568813685,190.4039251,14.489421305920692,-67.411845,24.171953311855443,34.08694425313568
Oceania,Australia,2013,422.66699017265404,18.26259157875181,124.5181033,14.652059361671451,-65.3027316,24.51266986921878,34.66432030343522
Oceania,Australia,2014,413.88037611364985,19.192271469366773,141.8471586,14.814697417422213,-66.52182450000001,25.143386426582115,35.186989687067765
Europe,Austria,1990,57.505645782361,5.035472215602509,8.8953445,3.5562107916929904,-11.8583338,14.146938410537707,0.2087073718232994
Europe,Austria,1991,61.69346388690594,5.042083526262809,8.743062,3.459240697596662,-11.8583338,15.511357370514881,0.21210651639106146
Europe,Austria,1992,56.851281991450875,4.997398836923111,8.576348,3.362270603500334,-11.8583338,14.815776330492056,0.21550566095882356
Europe,Austria,1993,57.07910009599581,4.9014181475834135,8.5263087,3.265300509404006,-11.8583338,14.490195290469229,0.21890480552658562
Europe,Austria,1994,57.516918200540744,4.794445458243715,8.217235,3.168330415307678,-11.8583338,13.484614250446404,0.22230395009434767
Europe,Austria,1995,60.90473630508569,4.251456768904017,8.0857166,3.0713603212113494,-11.8583338,14.649033210423578,0.22570309466210972
Europe,Austria,1996,64.61400819442316,4.266895121807559,8.036346400000001,2.958648508132216,-11.858321400000001,16.050811464780338,0.2231967296428232
Europe,Austria,1997,63.80328008376063,4.256685474711102,7.8855709,2.845936695053082,-11.8583419,14.522589719137098,0.22069036462353667
Europe,Austria,1998,64.4125519730981,4.257467827614644,7.827568,2.7332248819739484,-11.8583357,14.564367973493859,0.21818399960425014
Europe,Austria,1999,62.761823862435584,4.239930180518186,7.7415148,2.620513068894815,-11.858337299999999,15.066146227850616,0.2156776345849636
Europe,Austria,2000,63.13109575177306,4.222392533421728,7.534080299999999,2.5078012558156817,-11.8583432,13.917924482207376,0.21317126956567709
Europe,Austria,2001,67.51743358162904,4.123388340485964,7.3971389,2.463036845713192,-7.0917997,15.109769221233691,0.21766436039535317
Europe,Austria,2002,68.84377141148502,4.0720161475502,7.6012174,2.4182724356107026,-7.0918171,14.421613960260004,0.22215745122502925
Europe,Austria,2003,74.17010924134102,3.943699954614436,8.273022800000001,2.373508025508213,-7.0913037,15.183458699286314,0.22665054205470533
Europe,Austria,2004,75.286447071197,4.068199761678671,6.9021616,2.328743615405723,-7.090869700000001,14.715303438312628,0.2311436328843814
Europe,Austria,2005,75.892784901053,4.060795568742908,6.827259,2.2839792053032335,-7.0918171,14.08714817733894,0.23563672371405753
Europe,Austria,2006,73.20816749402852,4.278990427477854,6.733511000000001,2.1988341124237576,-4.1584837,13.54436186642862,0.23380562759990106
Europe,Austria,2007,70.79355008700405,4.526497286212802,6.6123303,2.113689019544282,-4.1579587,11.7715755555183,0.23197453148574457
Europe,Austria,2008,70.92893267997957,4.649428144947749,6.7237875,2.028543926664806,-4.1584522,12.35878924460798,0.23014343537158807
Europe,Austria,2009,64.9643152729551,4.3913030036826965,6.6130601,1.9433988337853305,-4.1584837,11.14600293369766,0.2283123392574316
Europe,Austria,2010,69.93969786593063,4.268745862417644,6.7484741999999995,1.8582537409058544,-4.1584711,11.65321662278734,0.22648124314327514
Europe,Austria,2011,68.057853134122,4.419612109804905,6.7711021,1.8586604774363398,-4.891754,10.172787352079174,0.22506578204281852
Europe,Austria,2012,65.18600840231338,4.500862357192165,6.611995299999999,1.859067213966825,-4.8918171,9.83235808137101,0.2236503209423619
Europe,Austria,2013,65.52416367050475,4.530816604579426,6.5598794,1.8594739504973101,-4.8918171,10.051928810662845,0.22223485984190527
Europe,Austria,2014,62.082318938696126,4.6047388519666885,6.600759699999999,1.859880687027795,-4.8918171,9.051499539954678,0.22081939874144865
Asia,Bahrain,1990,11.184875821668875,0.21788049026702086,0.033798299999999996,2.0906845168693207,-0.0033092000000000004,0.15283822840758304,0.4820375932612931
Asia,Bahrain,1991,10.796386378441841,0.22574833248155463,0.0328908,2.1510689756075743,-0.0033092000000000004,0.16349255062499352,0.49289382781684776
Asia,Bahrain,1992,12.707896935214807,0.27025617469608837,0.0334677,2.211453434345828,-0.0033092000000000004,0.174146872842404,0.5037500623724025
Asia,Bahrain,1993,13.509407491987771,0.28178801691062216,0.032239800000000006,2.2718378930840815,-0.0033092000000000004,0.17480119505981445,0.5146062969279572
Asia,Bahrain,1994,13.830918048760738,0.2896558591251559,0.0313903,2.332222351822335,-0.0033092000000000004,0.18545551727722498,0.525462531483512
Asia,Bahrain,1995,14.012428605533701,0.2828677013396897,0.029436900000000002,2.392606810560588,-0.0033092000000000004,0.18610983949463544,0.5363187660390666
Asia,Bahrain,1996,14.674824760892243,0.27654872002932995,0.0315413,2.4441811943106053,-0.0033092000000000004,0.2071843551657509,0.5576404057264915
Asia,Bahrain,1997,14.947220916250782,0.26290173871897027,0.0318299,2.4957555780606224,-0.0033092000000000004,0.27825887083686635,0.5789620454139165
Asia,Bahrain,1998,16.049617071609322,0.2895587574086106,0.034454200000000004,2.547329961810639,-0.0033092000000000004,0.3493333865079818,0.6002836851013414
Asia,Bahrain,1999,16.042013226967864,0.25026377609825085,0.0320606,2.598904345560656,-0.0033092000000000004,0.2004079021790973,0.6216053247887664
Asia,Bahrain,2000,16.514409382326402,0.2146327947878912,0.030922,2.650478729310673,-0.0033092000000000004,0.2114824178502127,0.6429269644761912
Asia,Bahrain,2001,17.04867944344735,0.22095673266050928,0.029514,2.6959976259516703,-0.0034722,0.22323786871219162,0.6654415747351584
Asia,Bahrain,2002,17.912949504568296,0.21628867053312734,0.15232810000000002,2.741516522592668,-0.0034722,0.2249933195741705,0.6879561849941256
Asia,Bahrain,2003,18.64721956568924,0.2555886084057454,0.033281700000000004,2.7870354192336664,-0.0034722,0.2467487704361494,0.7104707952530928
Asia,Bahrain,2004,18.55148962681019,0.3938165462783635,0.0312613,2.832554315874664,-0.0034722,0.2585042212981283,0.7329854055120599
Asia,Bahrain,2005,21.355759687931133,0.4001404841509815,0.0585725,2.878073212515661,-0.0034722,0.2702596721601072,0.7555000157710269
Asia,Bahrain,2006,23.177452284135033,0.4016267117447002,0.1200003,2.9189645457791333,-0.004288999999999999,0.23201148577401998,0.7854407983610092
Asia,Bahrain,2007,23.719144880338924,0.4031129393384189,0.0377158,2.9598558790426055,-0.004288999999999999,0.2337632993879328,0.8153815809509916
Asia,Bahrain,2008,25.500837476542817,0.4265831669321376,0.0416513,3.000747212306077,-0.004288999999999999,0.2655151130018456,0.8453223635409739
Asia,Bahrain,2009,25.392530072746712,0.5563093945258563,0.035511600000000004,3.0416385455695494,-0.004288999999999999,0.2772669266157584,0.8752631461309562
Asia,Bahrain,2010,26.494222668950606,0.8069476221195749,0.0471475,3.0825298788330207,-0.004288999999999999,0.2690187402296712,0.9052039287209385
Asia,Bahrain,2011,26.553884434311737,0.8720351349506823,0.034238,3.120423071236787,-0.0048592,0.2706948022728013,0.933189632038935
Asia,Bahrain,2012,27.103546199672863,0.9114746477817897,0.0344565,3.1583162636405535,-0.0048592,0.2823708643159314,0.9611753353569316
Asia,Bahrain,2013,29.32320796503399,0.9252661606128969,0.0384125,3.1962094560443197,-0.0048592,0.3040469263590615,0.9891610386749281
Asia,Bahrain,2014,30.762869730395117,1.0123376734440042,0.0354432,3.234102648448086,-0.0048592,0.3057229884021916,1.0171467419929248
Asia,Bangladesh,1990,13.609660313065591,0.17926643338194276,58.7068773,12.438200055471112,32.3678177,5.178415978226968,0.0012443348386235154
Asia,Bangladesh,1991,12.96438813568581,0.1474579236430085,59.3159712,12.721560947453625,32.3678177,5.022993708501038,0.0013944271847747035
Asia,Bangladesh,1992,13.979115958306032,0.14862541390407427,59.8542877,13.004921839436138,32.3678177,5.177571438775106,0.0015445195309258916
Asia,Bangladesh,1993,14.753843780926255,0.14979290416514002,60.0361208,13.28828273141865,32.3678177,5.332149169049176,0.0016946118770770797
Asia,Bangladesh,1994,15.758571603546475,0.1546243944262058,61.1156062,13.571643623401165,32.3678177,5.5567268993232455,0.0018447042232282679
Asia,Bangladesh,1995,18.793299426166694,0.15579188468727154,62.89279510000001,13.855004515383683,32.3678177,6.081304629597316,0.0019947965693794555
Asia,Bangladesh,1996,19.008824390298614,0.34567759001056325,63.0035821,14.155498811092713,32.3493618,6.3866988983937,0.0021254919049090225
Asia,Bangladesh,1997,21.10434935443052,0.5355632953338549,62.7924208,14.455993106801746,32.3067025,6.982093167190085,0.0022561872404385894
Asia,Bangladesh,1998,21.35987431856244,0.6558330006571467,62.2868802,14.756487402510778,32.4003772,7.30748743598647,0.0023868825759681563
Asia,Bangladesh,1999,22.085399282694354,1.0838787059804382,64.9954388,15.05698169821981,32.4617849,7.332881704782856,0.0025175779114977232
